Sentence,Emotion
방위비 부담금 올리면 사드 철회로 맞불 놓아야,0
일을 한것이 한달도안되요...ㅠㅠ,1
별똥별 사이로 UFO가 지나 갈지도 모르니 눈 뜨게 뜨고 보길,2
감사드려요,3
자동차들 볼때마다 뿌듯해요~~,3
 일에만 정신 팔려서 남의 여가생활을 그저 무시하고 비난하는 당신의 그 천한 사고방식은 어디가서도 대접 못 받습니다.,1
그리고내잘못인거야?,0
헐...신천지 영세교 구원파 신자들이 맹목적으로 반기문 지지한 이유가 이거구나,0
어학연수를 가게됬습니다.,3
중국 재벌들 스포츠카 전용도로 되는거아닐까? 대단,3
 멋지다ㅜㅜㅜㅠㅜㅡ,3
보농은 언더가 답이라던데 맞나여?,2
오늘은 진짜 기쁜날인데 왜이렇게 더 슬퍼지고 외로워지는지..,1
음식을 너무 쉽게 후딱후딱해주셔서직장맘으로 잘보고 있습니다.,3
또 시작이구먼 나라망친 교수늠들 그시간에 애들교육이나 잘시켜라 ㅆㅣㆍㅇ 느ㅁ의 시키들,0
"자나깨나 옴레기 생각~~~ 눈떠보니 겔레기줌, 망하고 보니 겔레기",0
추신수가 3타석에서 출루가 아니라 3홈런을 쳤어도 이기기 힘든 경기는 맞는데..,2
내년에 세이브왕 타보자,2
ㅋㅋㅋ빡대갈 쉔징들은 걍 망하는게 답이다,0
일본은 정기권끊어도 한국보다 비싸요..,2
평소에 데이트 비용을 거의 안내는 여친이라 이번 여행도 그렇게 되면 솔직히 너무 부담됩니다..,1
개가 짖는건 무시하고 얼른 진행하자 탄핵.,2
"예산낭비의 표본도대체 얼마를 들여, 헛 짓을 했는지필히 감사해야함",0
단교해라.,0
참았으니 복이 있으리.........,2
나같은흙수저는 타보지도 못할듯.,1
블핑이들 축하해~~~!!,3
최고의 연기를 보여준 김연아 선수 잘했어요,3
아...당신의 음악으로 치유받을수있던 지난시간들..,1
몇분 일찍 갈려고 하다가 저세상 갈수도 있어요..모두 안전운전 하십시다.,2
사실상 일제때 조선인 일본인보다 더 일본인,2
운동도 같은걸 배우고 대화의소재가 공감하는 하나가 있다는 것도좋네요.,3
사람이 죽었는데 초범이 무슨의미가 있냐?,0
노래해줘서 고마워요 감동이네요,3
당장 올해도모르면서 확인안된다고 막질르는구나 ㅋㅋ,2
율작가님두 고마워요,3
부럽네 난 못 가는데,1
 삼성의 지나친 스펙 지상주의의 결과다.,0
 왜 서운한게 없을까요?,1
요즘 한강다리 뉴스 뜸하더라~~,2
막말 많이하지만 박근혜 보다는 백만 배 쯤 유능한 트럼프,1
비밀 장치로 알파고 컨닝하면 세계최고수 되는 거임? 돈 좀 만지겠는데,2
 키작으면 잘안써주나요?........,1
자세한 답변 부탁드립니다.,1
 우리가 죽어도 내일 해는 뜬다.,1
십베가리새끼들 잡아다가 멱따고 싶네.,0
추운날씨에 고생이 많으십니다,3
당신이 태어난걸 축하고 고맙습니다.,3
그리고 대기업들에게. 끝까지 서로 유리한쪽으로 말하라는 메시지가 담겨있두만 언론이 대신전달해주고있네,2
나쁜 사람들! 천벌.,0
그리고 한달동안 진짜 너무힘들었죠,1
인생의마지막에큰즐거움을안고가셨네요.,3
 조미료를 쓰는것도 아닌데 진짜 맛있어요,3
 감사합니다^^,3
참아도 머리속에서는 계속 생각나 미치겠어요,1
와 쟤네들이 입던 속옷도 득했겠네 부럽다ㅠ,1
연아양 본인이 만족하고 행복해하니 팬 입장으로서도 뿌듯하네요.,3
삼성은 폭발적으로 팔리는데 애플은 폭발하지 않네요,2
안지공 성태평씨 축하혀요,3
냉정하지만 이것이 솔직한 속내이고 현실이다!,2
우리정부 대가리 뚜껑 열어보면 우동사리 잇을거 같다,0
수틀린개 이자식 진짜 선수들 대충뽑네 국대가 장난이냐!!!,0
박명수 황정민한테 기습뽀뽀당할때 겁나웃겼는데ㅋㅋㅋㅋㅋ,3
이거 찌라시 같은데?,2
신세계 송지효 같은 역활?,2
새누리와 정부는 김영란법이 자기들 공적이라고 주장할듯...,0
뭐.. 이런.. 대통령도 아닌 저런 여자때문에...,0
한화는 김성근 안짜르면 내년시즌 투타 여러선수생명 단축시키고 팬들 다 떠나가고 성적은 꼴찌일거다,0
멋지세요~,3
중국에서 안드로이드폰 구글플레이 사용못해서 아이폰 기본으로 몃천만대 팔림,2
두놈다 구속수사..진심 쓰레기셀,0
그래서 난 제로칼로리 콜라가 좋음.,3
에라이 신상 까발려라,0
"한국에서 지적수준이 가장 낮은 계층들이니 이해는 한다만, 너희 한테는 보편성 조차도 없냐?",0
 그리고 감기는 님덕분에 다나았네요~,3
제작년 가을부터시작했으니 내년은 4년차라고봐야지,2
 돈 몇푼에 나라 팔아먹을 것들,0
 임기 1년남은 박근혜를 무제한으로 늘린거다,0
연아언니라면 해내시리라고 믿어요.,3
감추고싶은 비밀이 뭘까?,0
문의사항이나 제보는 아래로 연락주시면 감사하겠습니다.,3
로봇이 할수없는 직업이 각광 받겠구만,2
역시테슬라다 대단해!,3
아바타 3부터는 VR로 즐길듯..기대되네..,3
 왜 나라를 팔았는지,0
 얘들아 적당히해,0
열심히 해워 볼텡게 잘 부탁 드려유~~~~,3
서건창이나 이대형같은 선수들도 한화왔으면 망했지 ㅋㅋ,2
참 멋있다! 시급도 부럽다!,3
여자분들 한달에 한번 하는 마법...,1
지옥에 불반도가 현실이되네ㅋㅋ,1
손님도없는 가게 지키느라 동참도못했는데 담주에는 저도 가겠습니다,1
 찍고있는 택시운전사 촬영 다치지 말고 잘하시길!,3
작년에 혼자 바닷가가서 방하나 잡고 먹을거 왕창 사다가 영화보면서 2틀 푹쉬었는데 꿀이었음,3
저 세명 인기 합쳐도 박철순 인기 반의 반 도 안된다는 거,2
아들 먹보아들 ㅠㅠㅠ,1
의경 현역맞음 근데 대체복무라고 하지,2
저와 밥먹던중베프 남사친한테 전화왔는데누구랑 있냐고 물어봤는지친구랑 밥먹어 이러더군요,0
피로 우리나라르 지켜주었다면 당연히 갑니다,0
 저도 엄마에게 매우 죄송스러워요.,1
다예상했던거아닌가?,2
팔다리 쭉쭉 긴거 정말 부러운데 후훗;ㅋㅋㅋ,1
가해자가 반성도 안하는데 피해자가 용서해 주는건 잘못이다.,2
당연한것의혹은 저들이 그리고 사이비들이 만들어낸것ㅡㅠ탄핵사유없슴 확실하다ㅡ,2
아직도 6일남은게 더 고민0,1
"개설레발,선동질한 언론 잡아야한다",0
제발 일본의 준법정신과 시민의식을 우리가 좀 배웁시다.,0
흐리다고만하면미세먼지있다는말같음 믿음이안간다,0
 정말 스트레스입니다,1
 이렇게 만날수 있어서 너무 감사해요,3
우리집에서 키우는 애들이네,2
에스밀 로사리오가 아니고 로저스야..,2
콧망울이 너무 못생겼어 ㅜㅜ,1
처음부터 거짓말을 했던 박근혜 대통령 이래도 자진 퇴진 하야 하지않으면 다음주에는 500백만 갑시다,0
오모~섹시하여라,3
박그네 순시리 병신년들 염병하네.,0
" 그런데도 그냥 씨.,,발 못잊겠네요",1
떡은 쳤지만 싸지는 않았다.,2
 너무 힘들어서 공무원을 생각하는 사람이에요...,1
아 손호준만 보면 멜팅호준 떠올라 ㅋ,3
연휴기간에는 미세먼지도 없어지는구나 ~,2
트럼프 부터 입국금지 시켜야 할듯,2
안되 돌아와 항돈 ㅠㅠ,1
개박이와 핵누리 핵그넨이 보우하사 죄벌 공화국 만만세 ~~~~~~,0
정말로 부럽고 존경스럽습니다,3
그만하자 이제~~~~~~~~,0
댓글도 삼성편 아니면 임의 삭제하는 독재 네이버네!!,0
다른건 몰라도 사용시간 5시간이 말이 되냐?,2
에릭의 요리는 힐링이다~♥,3
너 있잖앙~~~~~,2
댓글감사해요,3
고졸 취소가 문제가 아니라...부정입학과 학사관리자를...발본색원하여...엄벌해야,0
너무도 좋은 재석옵빠...카페에 드뎌 갑했네여..,3
융통성 전혀 없는 기득권층을 싹 다 조져버려야됨,0
정리: 컴퓨터 사양 높이십쇼,2
그러니 조센징 소릴 듣지..,0
방탈죄송합니다.,1
오늘도 가슴 저미는 시간이 지나간다,1
몰입도최고!! 배경음악도 짱!!,3
AI와 로봇의 등장을 통해서 반드시 새로운 분배시스템 빨리 공론화를 해서 법정비를 해야만 합니다.,2
이것도 감성입니다 ㅇㅇ,3
 진짜 너무 힘들어요,1
우리아이들 미래가 점점 어두워지네..ㅠㅠ,1
"한국인 , 북한인 , 재외동포 _ 모두가 같은민족 조선족 입니다요 ㅎㅅㅎ",3
넘 감사 감사  화이팅~,3
비리의 원흉은 재벌(전경련),0
'국화와 칼'은 진리다.,2
일본 출국 금지 시켜라,0
박근혜는 대통령이 아니라 악마였다.,0
여자들 병영체험 하는거랑 비슷한거지 뭐,2
펜싱 박상영선수 화이팅!!,3
 이게 참 힘드네요,1
"내 턱살, 목살이 너 같은거 왜 사냐며 내 기도를넘나 죄어오는 것.",1
소중한 산물을 구한 사람이야말로 노벨상 받아야 한다고 생각 하네요,3
마음씨가 따뜻하군 혜리b,3
억울하면 결과로 증명해야지.,0
너희들이 보수냐!! 쌍것들아!!!,0
최고의 다이어트는 맘고생 다이어트.,2
비가 와서 그런가 후유증이....,1
당연히 대통이 탄핵되면 대통의 행적도 전면철회해야 하는거 아니냐,0
ㅋㅋㅋㅋㅋ중국에서 날아오는게 80%은 되겠구만,0
돈독오른놈들이 차 많이팔아주니까 욕심이 끝이없네...,1
왜...오모가리4는없냐??,2
서민은 저런 집이라도 있으면 얼마나 좋을까?,1
꼭 명승부로 우승을!,3
케이블이20넘으면 지상파였으면 더됬을까?ㅋㅋ,2
NC 코리안시리즈 진출 축하드립니다.,3
저래서 경찰 가족에게 보복하는 거구나.,2
진짜 아침부터 자괴감 든다ㅠ,1
꾹 참고 물드세요 물,2
혼자먹는 술은 알콜중독에 지름길인데...ㅋ,1
하... 결국 임기다채우고 나가겠단 소리네,1
정성룡 욕하지마라!,0
욕이 육성으로 나왔어요,0
대목때 얼마나 바가지씌워서등쳐먹을라고 노량진도불타라,0
몇시간동안 손님머리카락 한올도안보이더니꼭 뭐좀 먹으려고하면 손님들 들이닥치더라,0
3년 기다렸으면 재회 가능성은 아예 없는거겠죠?,1
그럼 입국 금지 7개국에 기독교 설립에 관해 무슬림들이 반대하지 못하게 하는 법을 일곱 개의 국가에서 통과시키게 해라!,0
비가와서 그런가 뵨태들이 득실거리네ㅋㅋㅋㅋ,0
강한울 선수 그동안 기아에서 정말 수고 했어요~~삼성 가서도 응원 많이 할께요~^^홧팅!!,3
지원금 당장 끊어~~~~바그네!!!,0
제발 감방에서 죽어라,0
과거에는 프락치들이 일부러 과격하게 폭력 시위를 주도하기도 했당.,2
착한거 잘알아요. 착한거 아는데 이런기사 본인한테 무지 부담될듯,2
TK에선 김정은이 새누리당 간판달고 나와도 찍어줄거야,0
댓글알바들 10원주면 부모도 직일놈들 ㅉㅉ,0
얼굴도 예쁜데 알뜰하니 살림도 잘하던데.. 앞으로 행복하셨으면 좋겠어요,3
그래 울 엄마가 아빠한테 맞아도 내 누이가 그들 남편한테 맞아도 내 딸이 사위한테 맞아도 당연하다는거지?,0
지대로뒤지고싶구나니가?^^,0
미국은 우리의 친구이자 주적이다.,2
누구라도 뭐라도 좋으니 날 위로해줘.,1
이혜훈 보단 조윤선이 낫네,2
방학중에만 할꺼 아니냐고잘안써주는데ㅠㅠㅠㅠㅠㅠㅠ,1
연아선수 아이스쇼 감상잘했고요,3
안올것같은데..,1
최악이네. 삼족을 능지처참 시켜도 분이 안 풀리겠다,0
평일에 밤늦게까지 야근하니 주말에 그냥 자는거다..,0
늘 집에서 해 먹을 수 있는 요리 레시피 감사히 잘 받아 사용하고 있습니다.,3
또 사달라고 그랬구나 할아버지가,2
걍 아이폰 사서 쓸래,0
유재석 행님 대단하십니다... 존경합니다,3
차라리 예보를 하지마라 날더운데 개약오르네,0
예상은 했지만 웃음만....,2
국민을 상대로 귀머거리 장님 벙어리로 5년을 채우는 기가막힌 정권,0
 부끄러운줄알아라 정말,1
ㅋㅋㅋㅋㅋㅋ 안봐도 뻔할것 같은 느낌적인 느낌,2
우리도 똑같지뭐 쪽바리 원숭이라 그러잖아 ㅎㅎ,2
뮤비도나오시고 음원도나오시고 이제아이돌도되보셨네요ㅠ,3
나한테도 투자 못하는데 애완은 사치,1
 이러면서까지 대학을 통학하면서 다녀야하나요??,1
토람푸 헬조선담당전문,2
추카해여....,3
"그리궁..오빠..열심히..뛰고,,씩~웃는모습.....진짜...멋있는거..알죠...^^",3
얼마나 더 견딜수있을까...,1
"중학교, 고등학교도 있는데.",3
 당신에 미쳐있던 애들 생각해서두 이럼 안되지,0
하루 30분씩 운동도 잘하고 꿀잠자는게이렇게 몸에 좋은지 몰랐네요.,3
"초저가 패키지로 돈없는 중국인들은 한국에 오고, 좀 있는 사람들은 일본가서 미친듯이 쇼핑한다지...",0
감사합니다...^^,3
형돈오빠~~ 올만에 놀러왔어여새벽 두시가 넘었는데..ㅋㅋ,3
곧잇음백일이라서요..,3
노대통령 탄핵때 뒤돌아 가면서 처 웃는 꼬라지 정말 그 입을 아주 찢 고 싶을 정도다!!!,0
아무리봐도 퍼기가 명장인듯 ㄷㄷ,3
나도 허리디스크에 수술까지했는데 2002년에 강원도인제로 군대 갔다왔다 !! 니가 지금 제정신이냐,0
"엄중히,철저히,정확하게,털끝만큼의의혹도없게수사해주십시오",2
우산들고나가비않오면쪽팔리니누가물어보면우산이아니라양산이라전하여라,2
언제부터 경찰청장이 정치질 하는 정치인 이었냐??,0
이런애들은 공익 2년동안 곡작업 마음껏 하겠네,1
어디루가지?,1
늘 연아양 시합날 새벽기도를 하는 거 아시죠??,3
하아.... 저게 사실이되면 엘지로 갈아타야되겠네...,2
목소리 크고 성격 가칠하면 살기 편한 나라!,0
그 부분에 대해서 제대로 사과하고 서로 경제적으로 화합하는게 중요하다.,3
막막하네요ㅠㅠ,1
오늘 아침ㅔ 눈 뜨자 마자 또 저 엔딩이 생각나는거 보면 어제 진짜 쎄긴 쎘엉 ㅠㅠㅠㅠㅠㅠ. 월욜까지 어케 기다리나........,1
 세븐틴도 오빠도!,3
이렇게편지보내주는데제가 요새 못챙겨준거같아서깜짝편지를보내기로했어요,3
오늘부터 당신 책은 우리집에서 사라질거야,2
아직도 안하거야.,2
 조언좀 구할까하고 글남겨요..,1
 북한이 어디 지구 반대편에 있는 나라냐??,0
오늘 국민들이 널 심판할것이다!!,0
김정은 뇌를 조준하라,0
오늘 남자친구가 시계 잃어버렸다네요ㅠㅠ,1
애휴 국민의 지팡이가 아니라 국민을 지휘하려는 지휘봉이구만,0
8월 첫째주 금요일을 임시공휴일 지정해라,2
"중국 어선한테는 찍소리도 못하는데, 국민은 음식도 마음껏 못먹게 하네?",0
정말이지 요즘은 어디를 틀어도 오빠가 자주나오시네요,3
넘멋있어용 김연경,3
별 의미없다고 본다,2
아이 고소하다ㅇㅇㅇ,3
심판 오늘 너무 한거 아니냐????,0
이제 끝 랭킹 내려가도 타격에 안된다는걸 알아서 끝난듯,2
모쏠이었는데 여자애가 오랫동안 많이 좋아했대요,1
이젠 생각좀하고 출산장려광고해라맨날 돈만쓰고 욕만먹지말고,2
한놈만 걸려라...,0
다그런데 조합장은 재수없이 걸린거라 생각하겠네,2
 시급 4500원인데,1
맛있는것 많이 해줘서 감사해요~~,3
빅뱅은 왜 인기가 있을까 각자 취향 이란게 있으니~ 보검왕세자도 빅뱅을 좋아하는구나 하긴 한복을 입고서 광화문에서 춤추는거 보면 좀 춤을 추는거 같다,3
호부지 멋지다...,3
 오늘밤은 잠 잘올꺼 같아요♡♡♡,3
 정말 준비 마니 하시는 것 같아요.,3
아무리 ai가 뛰어나도 한글 번역은 불가능 할 걸,2
이 형 부산오면 상감마마 대접받겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
이사람이라도 제대로 말해주니 다행이군,2
민주주의.언론의자유.시위의선은어디까지인지.경계를 넘어버린단체행동,2
미국식이면 국내 아버지 절반은 경찰 조사받아야할걸........,2
